Hygienerating;Geschmacksrating;Inspektor;PLZ
144; 33;2;10555
 89; 32;3;10623
150; 34;2;13435
108; 38;3;12437
 36; 79;3;13437
 86;100;4;10825
114; 41;3;13057
146; 64;3;13089
157; 96;4;13353
 61; 59;3;12527
104; 53;4;10245
 90; 28;3;13158
159; 94;4;10179
170; 88;4;10779
155; 38;4;14050
 76; 32;4;10117
 74; 49;3;12687
 84; 67;4;13627
 56; 73;4;10999
117; 53;3;14167
102; 51;3;13629
147; 44;3;13437
 30;133;2;12687
 33; 73;4;10117
 75; 63;3;10315
 61;112;3;12621
 49;126;4;13589
 55; 62;2;14167
124; 36;3;10405
 29;115;4;10777
 67; 48;3;10589
 62; 52;3;13059
 17; 96;4;15569
 89; 29;3;13353
 94; 42;3;10711
128; 57;3;10785
129; 44;4;14197
142; 41;3;10318
 59;136;2;13467
 81; 63;3;12159
 91; 95;3;10827
153; 59;4;14195
 46; 74;4;10559
165; 34;3;10997
 46; 63;3;10409
 67; 47;3;10627
121; 48;4;13059
 57;119;4;13355
116; 88;2;14129
 91;115;2;13437
141; 59;3;10827
118; 58;4;14195
122; 48;3;13349
111; 96;4;12047
122; 43;3;12105
 66; 55;3;12621
 32;126;3;12045
 41; 92;4;10779
136; 72;4;10629
129; 72;4;12557
 45;146;2;13351
113; 46;3;14197
 89; 25;1;10709
159; 34;2;13351
149; 64;3;12437
167; 95;4;14053
151; 37;2;10117
 94;110;4;10777
126; 70;4;13585
 88; 38;4;12157
127; 37;3;10961
 84;100;4;10319
153; 29;3;12359
 43;146;2;13595
 33; 75;4;12109
 99; 50;3;10779
143; 46;3;12109
 43; 98;4;13089
 94; 46;2;10587
130; 33;2;12049
106; 42;4;10829
 85; 61;4;10437
 67;113;4;13509
 47;122;3;14199
 61;123;3;10589
126; 41;3;13059
154; 66;4;12059
 93; 33;3;13589
112; 50;3;12353
152; 59;4;14193
147; 69;4;14169
138; 40;3;13405
137; 64;3;10717
184;114;1;14163
 32; 86;4;12435
 69; 60;3;12353
 50;106;4;12207
 21; 90;3;10178
 71; 38;3;10555
109; 41;3;13599
108; 47;4;10405
 75; 47;3;12349
 47;124;4;14109
 67; 50;3;13437
 58; 46;3;10115
171;114;2;12524
 15; 87;4;13405
121; 68;4;12043
 73;111;4;10963
 73;130;4;10117
123; 54;3;12169
 52;122;4;13347
 67;133;2;14165
173; 39;3;12205
124; 27;4;10785
154; 32;4;10117
 44; 64;4;12437
116; 42;4;12157
 91; 37;3;10781
117;119;4;13589
147; 54;4;10967
118; 73;4;12437
158; 38;4;12587
 61; 60;3;13407
 68; 59;3;12099
102; 43;2;13129
151; 91;3;12559
145;104;2;13507
 60;136;4;12489
117; 26;3;13088
 73;128;4;12209
 93; 48;3;12109
182; 91;4;10365
 86; 46;4;12107
 53;137;3;12059
 34;115;4;13581
128; 69;4;13587
 52;120;4;12157
162;120;4;12629
 63; 63;3;12043
 65; 57;3;14167
 46; 72;2;13469
124; 55;2;10435
 68;122;3;10317
123; 47;3;10115
138; 49;4;13059
 96;104;4;12157
 47;130;1;10178
185; 87;1;12619
121; 33;3;12555
 48; 58;3;13127
138; 50;3;12621
126; 54;3;13053
 22;121;4;12557
 72; 71;4;13355
 99; 29;2;13088
 57;106;3;12249
134; 58;3;14109
 81; 44;2;12689
 75; 39;2;10553
166; 23;3;12689
 43; 75;4;10178
113;113;3;12307
 45;117;4;10435
 80; 38;2;12043
 47;117;3;10827
115; 57;2;12627
144; 71;4;13587
125; 51;4;12559
162; 25;3;12059
 63; 52;3;12277
186; 90;3;12526
171; 28;2;15537
 56; 54;2;10715
177;104;3;13507
148; 83;4;10249
 86; 93;4;12247
109; 43;3;12435
151; 80;4;14197
 81;136;1;13581
172;118;3;10407
 58;147;2;10555
174; 98;3;14057
 62;147;3;12524
 58; 50;4;14169
138; 69;4;10555
135; 48;4;13349
 63; 62;3;10627
 71;114;4;12277
 46; 65;2;12055
 75;105;4;13589
 29;116;4;12157
 60; 57;3;10629
 37;122;1;12101
 49;149;2;13595
 87; 58;2;12489
154; 90;4;12099
114; 86;3;13469
 52;121;4;14055
140; 64;4;12627
120; 61;3;12683
 26;119;4;14199
155; 54;4;10247
 50;123;4;10827
116; 27;3;12049
112; 54;4;10963
128; 53;4;10559
 93; 49;3;12209
166; 38;3;13627
126; 33;3;10367
 53;147;3;13353
117; 27;3;13353
 57;127;4;12679
127; 63;4;10627
 41;102;4;12279
 45;101;4;12279
 91; 30;3;12107
 45; 97;3;10997
 99; 28;2;12487
184; 88;4;13158
136; 41;3;14197
126; 64;3;13589
 40;123;2;10409
 70; 61;3;10249
 47; 98;4;10555
 44; 94;3;10779
 67; 52;3;10551
 69;117;4;10119
153; 48;3;10967
115;110;3;13409
143; 51;3;12559
150;112;4;13088
 89; 44;4;14163
114; 25;3;12435
175;106;2;12157
116; 51;3;12207
 69;123;3;13409
 58; 53;3;12349
 47; 93;4;12687
 36; 80;4;13581
149;109;4;10715
 39; 74;4;14109
116; 59;3;10715
132; 52;2;13129
117; 69;2;12103
 63; 47;3;10589
116;120;3;13465
 67; 54;3;12105
 93; 43;2;12209
141; 61;3;12043
146; 46;4;13057
 59; 53;4;10785
 31; 83;4;14109
161; 32;2;13507
124; 64;4;12459
 56;109;3;10709
156; 90;4;14169
 96; 47;3;10709
 49; 66;2;12687
 98; 47;3;13353
109;113;4;10559
151;110;4;14193
124; 59;3;10627
163;120;4;13351
150; 72;3;13156
 93; 40;3;13597
117;120;4;12681
 74;114;4;12249
179; 92;4;10435
114; 52;2;12049
173; 82;1;13055
106; 30;4;12209
136; 68;3;13127
138; 38;3;13629
168; 70;2;13158
 99; 32;4;12057
165; 36;3;13053
 55;150;1;10557
 78; 46;3;13583
170; 31;4;10551
110; 28;3;13583
 96; 38;3;14129
 44;119;4;13599
 53;150;3;14199
138; 57;3;13347
163; 32;3;12689
100; 51;3;13465
 49; 68;4;13351
154; 38;3;13347
132; 55;3;14167
122; 26;3;13127
117; 60;3;14089
167; 37;3;10777
139; 36;3;10409
 21;111;2;10969
 46;102;4;14059
147; 97;4;10627
117; 31;3;12629
118; 70;4;14163
 38; 76;4;13405
147; 42;3;12165
176; 36;4;10435
 46; 96;4;10963
162;107;4;10557
146; 95;1;10963
155; 39;4;10409
 83; 58;3;14059
147;109;1;10437
111; 34;4;14053
111; 99;4;12305
 43;120;4;12629
 46;145;2;13439
158; 43;4;10715
 92;105;1;12057
134; 59;4;12167
152; 51;4;12109
 44;126;3;10315
 51; 76;3;12689
128; 79;4;13158
113; 47;3;12353
165; 23;4;12161
146; 88;4;12689
147; 41;3;13187
 65; 48;2;12051
 37;102;4;10787
103; 51;2;10717
 27;132;4;15566
146; 76;4;14199
 67;112;4;12351
125; 76;4;13595
116; 44;4;13581
121; 62;3;12459
 45; 67;2;14053
144; 42;3;13089
119; 40;4;14129
 75; 60;3;10827
 90; 66;3;14089
128; 50;3;14199
170; 37;4;13403
141; 51;4;10243
146; 36;3;13505
 69; 47;3;10319
176; 86;2;13439
179; 96;4;12307
111; 55;4;13051
 50; 55;3;13187
 82; 61;4;14109
152; 60;3;10967
169;112;4;12619
 59; 47;4;12623
133; 62;4;12489
 86;102;3;14195
 59;113;4;10963
 70;138;2;12045
 18; 90;4;10969
109;105;4;12305
 45;119;3;12169
 14; 88;3;10243
170;101;2;12249
123; 71;3;14195
 56; 67;2;10367
108;105;3;12555
101; 26;4;10965
171; 70;3;14169
134; 67;4;13187
 48;122;3;14053
100; 45;4;10829
137; 35;2;13595
155; 81;4;10627
 68;136;3;12435
182; 89;1;10965
 93; 32;3;12169
 84; 38;3;12055
129; 62;2;12526
123; 73;4;10365
 55;125;4;13581
101; 49;3;10719
136; 27;2;10117
136; 39;2;13189
 41;104;4;12165
154; 73;3;10367
117; 89;3;14129
109; 46;4;10783
 43;148;2;12277
153; 49;4;13593
159;122;3;10369
 99; 37;4;12205
 95; 26;3;10779
 48;116;2;12045
 33;102;4;13403
181; 90;2;12459
 82; 36;2;10997
 50; 54;4;10115
166; 37;3;10407
 60;101;4;12049
169; 64;2;14165
127; 42;3;10711
133; 55;4;12057
137; 27;1;12557
 81;109;3;13125
 15; 83;4;10625
 60; 77;3;13129
170; 97;4;10777
152; 52;3;10435
 64; 67;3;10785
 42;124;4;12307
 57; 71;3;12435
117; 51;4;13583
 58; 55;3;14167
 58;125;4;12161
135; 50;4;10435
133; 45;2;14109
130; 60;3;12249
112; 36;4;12167
 93;101;4;10367
 70; 68;3;10827
 98; 58;4;13351
117; 52;3;10557
 57;125;4;14195
 61; 46;3;12349
120; 33;3;12163
139; 51;3;10961
 96; 89;4;13465
124; 42;2;10789
 47;115;4;10717
100; 32;3;10585
 23; 93;4;12683
 59;139;4;10629
 81; 54;4;15566
 83; 99;4;12435
 84; 33;3;10557
 36; 76;3;12487
149; 28;3;12589
 52;126;4;10783
 56;133;2;14169
182; 98;2;13059
 53;152;4;10435
 65;132;1;12435
162;115;4;12049
173; 40;4;10969
 55;127;4;13407
149; 74;3;12587
140; 62;4;13403
 50;146;2;12057
 41; 96;3;10627
170;100;2;12557
 87; 57;3;13627
141; 50;4;12207
 65; 55;3;10967
154; 78;4;10783
126; 40;3;13057
163; 99;4;12353
143; 96;4;12687
 65;112;3;13505
 87; 72;4;10405
175; 34;4;13597
134; 60;4;12103
 59;115;4;14057
 20; 98;3;14169
113; 33;3;12167
 29;111;4;13435
120; 45;4;13627
 85; 38;2;12555
 51; 78;3;10249
 79; 34;3;12043
136; 70;4;12559
142; 35;3;12623
101; 31;3;13585
116; 70;3;12439
165; 86;4;13089
 50;157;2;12045
 61; 66;2;13129
 60; 53;3;13465
 61; 58;3;14109
 85; 43;3;12247
155; 37;4;10587
 53; 73;3;14089
165; 91;4;10435
 53;135;2;13057
 63; 88;4;12357
116; 33;2;12459
152; 40;2;10787
142; 55;3;12359
120; 34;3;14197
 45; 96;3;14057
152; 27;4;10245
 98; 50;3;10785
 55;116;4;12207
106;106;3;10367
 98; 41;4;13629
 61;107;4;13156
143; 38;3;10627
 49;107;4;10623
101; 53;4;12207
168; 42;4;10369
 80; 97;4;10707
131; 56;3;10117
176;100;2;10785
 91; 91;3;14195
 31; 88;3;10707
161;119;4;13189
 58; 77;4;12359
 33;115;4;10405
 31;105;4;12437
137; 37;2;10789
 82; 53;3;10249
101;115;4;13465
 44;123;4;13407
 75; 69;4;13355
 71; 69;3;10823
 48;136;2;12359
 92; 24;1;10115
129; 43;4;14053
124; 65;4;10559
 58; 45;2;12169
 97; 34;3;13439
 73; 67;4;10369
 70; 34;2;13088
138; 36;2;12307
155; 36;4;13353
157; 31;4;12165
116;108;4;13581
142; 46;2;12165
126; 56;4;13583
 79;115;4;10439
160; 38;4;12355
169; 41;3;12437
 95; 44;3;10119
132; 41;3;12049
 52;118;4;12307
154; 35;3;12437
 81;127;4;10439
130; 70;4;12309
128; 30;2;10961
139; 65;3;12459
166; 27;4;14129
106; 35;3;12559
 37;119;4;12099
120; 67;4;15537
119; 64;4;10625
162; 32;3;10715
160; 34;2;13057
 63; 67;3;10245
150; 88;4;13353
 40; 66;1;12169
 34;102;4;13088
148;101;4;12437
107;105;3;12103
 46;123;3;13409
110;105;4;14195
142; 45;3;10319
 43;124;4;12305
102; 27;3;13158
157;121;1;12109
135; 35;3;10435
 67; 55;3;10245
115; 67;4;13405
 30; 85;4;13585
 64; 69;4;12207
 81;112;4;12059
165;102;3;13409
 76; 65;3;13435
133; 27;4;13505
119; 23;4;10179
 99; 46;4;13187
119; 39;3;10409
145; 88;4;10623
111;100;4;12555
142; 47;3;10435
155; 95;4;12165
145; 41;3;13059
130; 65;3;13437
 73;120;4;12205
 96; 42;3;13407
163;106;4;14163
137; 68;3;12169
141; 67;3;10777
 84; 30;4;13127
105; 27;2;10823
105; 48;4;12059
182; 84;2;12045
 82; 32;3;13057
 68; 48;3;10997
169; 90;4;10319
146; 60;4;14197
 93; 30;3;12249
130; 51;3;15569
137; 34;2;10365
147; 90;4;13465
 58; 66;3;13595
 78;113;3;12159
105; 39;2;13127
116;121;4;12043
128; 37;2;14163
 86; 96;4;13407
149; 46;2;10777
112; 25;4;10559
 28;115;4;13589
 94; 57;4;13435
118; 31;3;10707
123; 26;3;13187
 63; 53;2;12623
126;116;3;10557
181; 91;1;10823
 11; 88;4;12207
155;120;2;10997
 92; 47;2;13407
 69; 55;3;10707
160; 50;4;10785
144; 70;4;12524
129; 68;2;12203
 33; 80;4;13089
163; 25;3;12247
 34;136;1;14169
115;119;4;13353
 87; 26;4;12057
102; 49;3;10713
137; 46;4;10553
154; 63;4;12055
 55;110;4;12205
 61;102;4;10247
 32;132;2;10967
 71;125;4;12305
 56;119;4;13086
149; 72;4;13591
126; 37;3;12207
138; 44;3;13051
 74; 44;2;13357
 47; 63;3;10119
154; 51;4;13599
 58; 72;4;12359
157; 67;4;10785
154; 49;4;12439
120; 54;3;10961
118; 38;3;10785
154; 31;4;10997
117; 39;3;10715
135; 43;3;14199
 86; 97;4;12279
127; 45;3;12557
109;112;4;13053
 73; 71;4;10781
144; 53;2;12681
 74; 42;3;12101
155; 40;4;12307
 50;134;4;12045
 63;133;3;10711
168; 91;4;12059
176; 39;2;12357
 51; 73;3;10627
132; 67;4;10587
 63;124;4;10625
 72; 39;3;10319
158; 40;4;13503
132; 27;4;12681
 51;151;1;12621
 59; 54;3;12439
146; 61;4;14193
175;121;2;12524
 73; 57;3;10585
 39;148;1;13581
 83; 37;2;12524
 81;105;3;12621
159; 89;4;12359
179; 86;3;10405
 79;128;4;12435
 50; 79;3;10319
132; 48;3;12305
 88;101;4;10719
 35;103;4;12439
 79;117;4;12619
152; 34;2;14050
 48; 78;4;12053
168;121;4;10367
131; 32;2;15569
 31;131;4;13053
140; 61;3;13353
 68; 69;3;12683
122; 29;3;12347
 78;109;4;12683
129; 27;4;10625
 55; 60;3;10367
146; 56;4;10551
122; 60;2;10715
 88; 31;3;10435
 85; 93;4;12047
164; 33;3;10709
 70; 36;3;10589
 48; 61;3;10115
 87; 59;3;13469
106; 58;4;13156
 30;117;4;13595
148; 66;4;12057
 60;112;3;10629
177; 80;2;13089
 78; 66;3;10407
 82; 49;3;10707
150; 52;4;12209
154; 55;4;13347
112; 46;3;12689
128; 38;3;10783
147; 39;3;12587
126;118;3;10823
119; 65;4;14089
 28; 89;4;14169
165; 41;4;12043
114;111;4;12053
151;101;4;14059
 52; 51;1;13505
 76;126;4;12527
120; 23;3;12527
 43; 73;3;13581
 63; 70;4;10823
 84; 92;4;12681
147; 98;3;12683
 99;114;3;14163
148; 38;3;12279
129; 56;4;13086
 61; 47;3;12049
101; 58;4;12307
 68; 58;3;14109
102; 29;3;10967
132; 54;2;10999
 66; 52;3;10369
 62; 54;3;14167
128; 26;2;10825
 94;113;1;14050
 74; 39;3;10589
 62;145;2;13125
102; 55;3;13129
 64;133;2;12557
155; 30;4;10319
 53;113;4;12555
 83; 52;3;10717
 71; 37;4;13189
176; 93;2;10245
 47;136;2;12489
 71; 44;3;12623
148; 74;3;13059
118; 51;4;12157
 53; 58;2;12103
 93; 38;3;12459
123; 70;4;13059
 58; 61;3;10407
122; 97;1;13593
114; 63;4;10559
 36; 73;3;13055
135; 56;4;13627
167; 26;4;12105
 46; 58;3;10317
 82; 69;4;10369
 84; 50;4;12205
162; 23;4;14057
141; 43;3;13405
156; 42;4;13507
 68; 42;3;12105
 38;134;2;12047
 74; 79;4;12249
118; 43;4;12167
 96; 48;3;14057
112; 42;3;12623
148; 36;2;10119
 90; 97;4;10997
 52; 54;3;10629
 58;113;4;10997
 99;107;4;13353
 54;132;1;14199
157; 40;4;10115
134; 68;4;13507
 24; 84;4;12687
 66; 53;3;12681
 28;132;1;10629
155; 26;4;10969
118; 30;3;13583
124; 66;3;12277
 66;145;1;10625
100; 46;4;13059
122; 41;3;12207
 48; 62;3;12099
 73; 41;3;13347
162; 40;4;12353
 95; 51;4;13086
 48; 56;3;10625
174;105;2;14052
 87; 94;4;13129
137; 42;4;12439
156; 86;4;13125
132; 37;3;12685
109; 26;3;12555
 82; 56;4;14165
104; 35;3;12165
 86; 37;4;13599
 82; 34;2;10249
 88; 62;4;13437
122; 70;4;14109
129; 39;3;10409
107; 34;4;12527
103; 35;4;13156
 47;119;4;12305
 82; 46;3;10409
111; 46;3;13405
 20; 94;3;12163
106; 44;4;10999
 37;101;4;13581
 28;129;2;10365
 81; 42;2;12489
 93;111;4;12621
113; 53;2;12165
 68;101;4;10829
 86; 48;4;12487
116; 32;3;10243
120; 53;4;10179
 86; 28;4;13089
116; 23;3;10247
100; 55;3;12437
 84; 51;3;14167
121; 30;3;13467
 51;149;2;12099
132; 50;3;10623
111; 41;2;12347
 52; 55;2;13629
 69; 49;3;12053
 56; 52;3;10783
 62;121;3;10709
154;113;4;14052
172;119;3;10965
162; 24;4;14129
111; 84;4;10407
 82;110;4;10365
 44; 63;4;13509
 81;102;4;12555
 16; 89;4;13587
116; 47;4;13159
 92; 53;4;13059
136; 38;2;13505
 94; 31;2;10713
 81;101;4;14057
139; 59;4;12305
149; 56;3;13593
140; 65;4;13089
 46;131;1;13627
120;125;2;10318
 81; 31;3;15569
 48; 73;4;14197
154; 28;3;14057
 45;145;2;12439
 85; 50;3;14053
 87; 33;3;10553
149; 54;3;13159
 81; 39;2;10119
122; 32;3;12681
143; 69;3;12045
 68;138;4;10557
166;120;4;12161
174; 39;4;10247
 84;117;4;12277
 33;124;3;13437
 60;126;3;12487
 88; 48;4;12057
 68;126;4;10713
 75; 31;3;14163
 22; 94;4;13059
 89;134;2;12439
168;115;4;10623
159; 97;4;13405
 93; 97;4;10178
 81; 70;4;13507
 90; 90;4;13503
130; 54;2;12353
117; 58;3;12107
171; 71;2;12305
137; 66;3;13581
120; 50;3;13439
 42; 70;3;10247
 52;112;4;14195
 67; 68;3;12207
123; 30;3;13591
 46; 94;3;12247
170; 43;2;10117
115; 94;4;12619
 12; 93;3;13509
121; 41;3;10999
167; 36;4;14055
138; 61;4;12587
 48;155;2;13051
 32;121;2;13347
 57;147;3;10243
 55;131;1;10999
153; 67;4;12349
 51; 71;3;13599
148; 60;3;12439
149; 39;3;10781
 67; 46;3;10625
 96; 37;3;13127
157; 53;4;12621
 67;132;2;12103
119; 43;4;10629
116; 35;4;12629
131; 30;2;12627
 45;121;4;10625
 65; 44;3;12559
176;103;2;13587
163; 31;3;13156
124; 46;2;14055
 83;105;3;14053
 42; 68;4;12247
 56;123;4;12247
 97; 46;3;13599
 78; 36;3;13503
 83;101;4;12203
 43;122;3;10965
 86;105;4;10707
166; 32;4;12437
 86; 72;4;13467
127; 57;4;12163
 52;142;1;12347
 39; 98;3;12203
 99; 34;3;10439
112;114;4;12487
141; 68;3;12107
140; 58;4;13156
 38;143;1;10249
101; 62;4;12059
 76; 54;3;10963
 47; 60;3;12439
 74; 63;4;12489
 77;133;4;12057
139; 37;2;14195
 78; 30;4;10719
152; 43;2;13349
115; 44;3;10829
 34;134;2;10717
159; 50;4;12621
127; 68;4;12159
 95; 28;3;10119
119; 45;4;12051
 44;132;3;10969
170; 77;4;13349
118; 95;3;10365
 51;134;4;10557
148;100;4;12047
 42; 77;4;10369
160; 43;4;13127
 57;123;4;10999
150; 60;3;12099
172; 91;2;10115
146; 42;3;13435
 61; 73;4;10965
 50;120;3;12489
109; 30;2;12681
 96; 24;2;12207
 60; 67;3;12489
130; 38;2;13467
110; 53;3;10823
 62; 48;3;10365
 68; 64;2;10623
 83; 54;3;13435
 74; 46;3;12057
 80; 34;2;10789
145; 51;3;10315
124; 57;3;13509
114; 49;2;12249
113;112;4;13125
 97; 42;3;10779
181;116;2;12165
125; 64;4;10713
153; 38;3;12247
 51; 79;4;12555
 61; 64;2;10783
 77; 71;4;12619
151;116;1;12687
144; 99;3;12589
174;121;1;10589
149; 99;4;13409
162; 97;4;12681
150; 47;3;10115
 45; 76;4;13599
119; 34;3;13156
 81; 58;4;12053
 48; 67;3;13505
163; 97;4;10777
 53; 64;2;14089
119;106;4;10247
 87; 96;4;12621
 25;104;1;12203
 38;104;4;12629
118; 56;4;12159
 58;143;1;12169
 35; 98;4;13405
175; 92;2;12487
 60;102;3;12683
 53;123;4;12355
 51; 77;3;12055
149; 82;4;12163
167; 91;4;14195
 88; 45;4;12105
 41;113;3;12309
130; 55;3;12349
146; 87;4;13055
114; 38;4;10625
152; 46;3;12305
 46; 70;3;14167
150;100;4;10789
144; 55;3;13587
 96; 33;2;12157
 11; 94;3;12629
 75; 48;3;12279
169; 37;4;10629
172;101;1;14169
 59;150;2;12249
164; 23;4;13053
170; 92;4;12055
113; 61;4;10318
175; 35;4;10369
 99; 58;3;12167
143; 48;4;13347
152; 35;2;12109
 73; 33;4;10178
137; 79;4;12353
168;106;1;13055
 42; 61;2;13593
115; 62;3;12555
 51;157;1;12589
 99; 43;3;12679
 44; 78;4;14167
173; 32;3;10713
119; 37;3;10967
130; 61;2;13509
 61; 75;4;10623
 27;114;4;14109
163;117;4;13189
 48;146;1;13597
124; 47;3;10367
 75; 36;3;10437
 45;104;4;12057
 82; 30;2;10405
 50;151;3;12157
 92; 98;4;10439
 86; 50;3;13059
150; 91;4;13347
175; 77;1;10435
 58;142;1;15569
154; 25;2;12159
145; 64;4;10781
132; 77;4;13057
 86; 49;3;13057
144; 98;1;12203
169; 43;4;12109
 89; 26;4;10789
 89; 65;4;14052
159; 35;3;10825
101; 33;3;10553
171; 87;2;12161
169;107;1;10117
112; 38;3;12683
124;109;1;13156
115; 61;3;12307
 79; 70;4;10717
145; 55;4;14055
110;104;4;10783
 76; 62;3;12353
 29;121;4;10963
119; 49;4;13089
134; 49;3;12439
 86; 54;4;13409
121; 23;1;10553
105; 26;3;13591
 52; 74;3;13057
181; 92;1;10827
158; 95;4;12559
 92; 30;2;12687
167; 27;4;13593
170; 83;4;12207
109; 34;3;13505
141;101;3;13503
 82;105;3;12629
 38; 98;3;12209
 71; 40;3;12587
 63; 72;4;12309
 61;120;4;12209
 80;105;4;14052
 54;106;4;12526
 20; 82;4;10623
 77;119;4;10711
 79; 71;4;13505
 59; 99;4;10585
183;114;2;13057
114; 45;3;13053
175;101;2;14169
 85;118;4;12203
105; 30;3;12057
164;110;4;13357
 94; 96;4;10435
156; 31;4;10787
 59;124;4;10409
162; 29;2;13086
 63; 45;3;12047
 75;113;4;12247
125; 52;4;13051
164; 39;3;15569
 68; 54;3;13189
 29;130;1;10365
 21; 95;4;10709
 59; 68;3;13437
144; 51;3;12163
 57;132;2;13409
 84;115;4;12621
125; 55;3;12169
147; 34;2;10555
 48;123;4;13088
 55; 72;3;12279
132; 49;3;12685
 89; 51;4;10551
 36;144;3;12163
110; 45;3;12359
163; 95;4;10709
148; 58;4;10713
158; 78;4;12437
 35; 72;4;10967
 13;104;3;10435
103; 42;3;12355
124; 73;4;10711
 86; 42;4;10707
 86; 30;4;12681
137; 71;3;13629
 50;155;1;12247
 73; 49;2;10178
157; 35;4;13465
 85;100;4;13351
 57; 66;2;12439
 54;119;4;12203
121; 38;3;12359
160; 99;4;10245
 97; 48;3;13591
155; 27;3;13349
 56; 89;4;14053
 44; 71;4;10777
 67;128;4;13627
 36;123;1;12161
166; 91;4;10435
157; 73;4;14089
 60;147;4;10247
 94; 98;4;13357
 97; 27;3;10719
157; 39;4;14052
 51;120;3;12055
139; 41;3;10551
156; 65;4;13581
 88; 42;4;13405
152; 76;4;10783
126; 32;3;13086
140; 68;4;10551
 50; 63;3;13125
133; 68;4;13187
164; 83;4;14129
183; 97;2;14195
 12; 84;2;10405
154; 39;4;12589
 45;149;3;12277
 37; 99;3;10435
 36; 99;3;13595
 91; 44;3;13469
163;119;4;14167
 59; 71;3;14169
 98; 57;3;12555
 40;115;4;12437
 43;147;3;14193
130; 31;2;10553
147; 52;3;13409
139; 38;3;12207
176; 92;3;13505
 70; 62;3;10435
 52;156;1;13057
102; 58;4;12101
 74; 48;3;12524
112; 49;3;13465
150; 94;4;13467
 75;135;4;10999
 71; 66;4;13589
 86;112;4;12559
141; 64;3;10179
166;107;4;13057
 87; 44;4;10711
 46;116;4;15566
 87; 50;4;10781
151; 29;3;10707
125; 30;3;13409
 84; 53;4;10779
126; 29;2;12685
164; 30;3;13407
 55; 68;4;13089
 28;110;4;10827
 58;105;4;10787
 71; 58;3;12459
 57; 52;3;13409
 57; 65;4;10247
140; 74;4;10559
167;117;4;10709
 86; 44;4;13053
 85;109;4;10318
 96; 58;4;12169
 49;143;2;10115
156; 34;4;12043
 57;117;4;12679
 77;131;4;13587
151; 50;3;13057
157; 24;2;10629
160; 89;4;14167
141; 56;4;13437
115; 53;2;10713
110; 31;3;12351
150; 35;2;14089
123; 28;3;12169
 72; 47;3;10435
 36; 74;3;13435
170; 27;2;13355
 87;106;4;12439
 61; 86;4;12157
134; 55;4;13409
145; 44;3;13437
156; 55;4;10965
174; 76;1;12101
 28; 84;4;14165
 66; 47;2;10967
156; 43;3;13059
 88; 94;4;13189
 56; 68;3;14052
120; 74;4;14050
158; 80;4;10589
169; 29;3;12159
148; 85;4;12159
 83;108;3;13159
148; 84;4;12685
141; 36;3;13507
 64; 51;2;13353
 33;103;4;13585
108; 30;3;12307
 54;112;4;14052
 77; 36;3;10559
 81; 60;4;12101
 47;144;2;10965
121; 24;4;13187
135; 62;4;13503
 59; 45;4;10999
 29;107;4;10247
 96; 54;3;13629
 12; 89;4;10999
160; 24;3;13437
114; 89;2;10243
154; 37;4;10719
 93; 91;3;12305
 60; 88;4;12249
 89; 47;4;12163
174; 99;2;10707
110; 38;3;13583
175; 91;2;13189
168; 43;4;13595
102; 57;4;14163
 44;108;4;13086
 50; 59;3;10823
 84; 80;4;13405
 96; 59;4;10437
 63;134;3;10585
 69; 62;3;14193
146; 91;4;13086
 64; 65;4;13053
 33; 77;4;12159
180; 96;1;10715
 44; 95;3;12163
114; 48;3;12249
 30;138;3;12167
 79; 52;4;12353
 70; 65;3;14059
 62;120;3;10405
 42;102;4;12459
186;102;4;10787
 98; 35;3;13627
 59; 51;3;12619
144; 58;3;13057
150; 76;4;10709
143; 45;3;13055
167; 61;3;13409
 77; 97;4;13055
100; 30;3;12163
 60; 63;3;10997
155; 31;4;14053
 56; 65;3;10559
122; 28;3;12526
 91;124;2;10823
142; 66;3;13469
 83; 44;3;14109
 59; 48;4;12555
155; 67;4;10707
 58; 76;4;12107
 62;104;4;12101
173; 91;1;10827
119; 56;4;12359
169; 73;3;14163
175; 87;2;13591
 79; 64;3;10827
165; 25;3;12157
106; 85;4;10555
 43; 93;3;12557
128; 32;3;12681
159;113;4;14169
115;113;4;10713
177; 77;4;10713
 83; 51;3;10783
 79;112;3;12619
 85;122;4;12247
 42;131;2;10117
189; 94;3;10781
 62; 73;4;14197
115; 89;4;15537
 53; 51;1;14053
131; 42;3;10829
 98; 51;4;13629
133; 46;2;13509
152;104;4;12353
172; 83;2;12161
 85; 42;3;13187
145; 60;4;12487
 46;110;3;13089
 48;152;3;12437
179; 82;1;12627
143; 33;1;10557
119; 31;3;13409
 87; 43;4;13403
165; 93;4;13125
 55;151;2;10625
132; 69;4;14055
 96; 25;4;12109
 53;118;4;10783
 45;136;2;12685
139; 42;3;10319
 58;102;4;13629
152; 30;3;10249
 89; 96;4;10365
117; 63;4;13349
 21; 92;4;13403
128; 62;4;14165
109; 50;4;13591
171; 42;2;12107
 51;109;4;14089
159; 25;4;12159
 61; 67;2;13351
 65; 41;3;13125
157; 51;4;12439
138; 31;3;10437
114; 46;3;10785
145; 65;4;10965
 88; 56;4;13629
144; 61;3;10719
 42;113;3;13467
 29;101;4;10243
 44; 67;3;12247
133; 38;3;10249
 55; 50;2;12555
 77; 31;4;13353
 55;113;4;10629
114; 56;3;13156
 63; 59;3;13627
 40;103;3;10319
167; 42;4;12619
